key,날짜,구분,종목코드,종목명,현재가,전일대비,등락률,거래량,거래대금,시가,고가,저가,10일변동가격,10일변동비율,익일시가,10일고가,라벨
1887,20201203,,073110,엘엠에스,13250,3050,29.9,6969937,87636,10200,13250,10050,1300,0.09,14000,15300,0
1888,20201203,증,227950,엔투텍,7820,1800,29.9,66519640,456422,6140,7820,5950,940,0.12,7660,8600,0
1889,20201203,증,139670,키네마스터,22400,5150,29.86,6636719,135491,17700,22400,17450,7400,0.31,24000,31400,1
1890,20201203,,217270,넵튠,33300,7650,29.82,1200660,37703,26450,33300,26450,7700,0.22,35500,43200,1
1891,20201204,증,004410,서울식품,247,57,30.0,413283482,91704,194,247,191,100,0.4,248,348,1
1892,20201204,증,002870,신풍,4165,960,29.95,63924405,246811,3185,4165,3175,660,0.15,4430,5090,0
1893,20201204,신,237690,에스티팜,105500,24300,29.93,5387494,528958,81900,105500,81900,7600,0.07,111000,118600,0
1894,20201204,,025950,동신건설,13750,3150,29.72,1658305,22010,11400,13750,11350,16050,1.11,14400,30450,1
1895,20201204,신,053160,프리엠스,10350,2370,29.7,2228063,22075,8370,10350,8290,6600,0.63,10400,17000,1
1896,20201207,신,109610,에스와이,6240,1440,30.0,99976696,569573,5100,6240,5020,370,0.06,6470,6840,0
1897,20201207,증,005670,푸드웰,7500,1730,29.98,8099116,56717,6390,7500,5960,1340,0.17,7960,9300,0
1898,20201207,신,950130,엑세스바이오,25250,5800,29.82,14857910,348143,19850,25250,19750,3600,0.14,26100,29700,0
1899,20201208,증,048410,현대바이오,13650,3150,30.0,16217250,203583,10750,13650,10650,27200,1.81,15000,42200,1
1900,20201208,증,027040,서울전자통신,928,214,29.97,20103842,17801,719,928,717,186,0.2,939,1125,1
1901,20201208,,042000,카페24,67700,15600,29.94,3673562,236888,52300,67700,52300,1700,0.02,69400,71100,0
1902,20201208,신,149980,하이로닉,5560,1280,29.91,7763991,42421,5310,5560,5140,600,0.1,5940,6540,0
1903,20201208,증,001810,무림SP,3025,695,29.83,18458320,52354,2330,3025,2325,805,0.25,3180,3985,1
1904,20201208,,025950,동신건설,18350,4200,29.68,594320,10227,14350,18350,14300,33500,1.87,17900,51400,1
1905,20201208,신,068330,일신바이오,10650,2430,29.56,66483655,648830,8350,10650,8300,200,0.02,11300,11500,0
1906,20201209,증,007720,대명소노시즌,1410,325,29.95,44803457,58419,1085,1410,1075,20,0.01,1370,1390,0
1907,20201209,,005420,코스모화학,12000,2740,29.59,8428371,95186,9300,12000,9190,2100,0.18,11800,13900,0
1908,20201209,주,050090,비케이홀딩스,1050,239,29.47,23895009,23360,821,1050,812,425,0.41,1040,1465,1
1909,20201210,증,298060,에스씨엠생명과학,45150,10400,29.93,4128808,172061,34100,45150,33950,9550,0.2,46750,56300,1
1910,20201210,,046310,백금T&A,3370,775,29.87,42740722,136820,2720,3370,2650,180,0.06,3235,3415,0
1911,20201210,증,001260,남광토건,13350,3050,29.61,2465805,30522,10400,13350,10250,3000,0.22,13700,16700,1
1912,20201211,신,083420,그린케미칼,8580,1980,30.0,15205334,125678,6830,8580,6740,2860,0.32,8840,11700,1
1913,20201211,신,122450,KX,33950,7800,29.83,4053461,126874,27300,33950,27150,7150,0.2,36450,43600,1
1914,20201214,증,204840,지엘팜텍,1430,330,30.0,17425953,23977,1175,1430,1155,880,0.58,1510,2390,1
1915,20201214,증,067170,오텍,18650,4300,29.97,24989831,424107,15250,18650,15150,2500,0.13,19250,21750,0
1916,20201214,,067010,이씨에스,9080,2090,29.9,31374096,263631,7920,9080,7750,1870,0.2,9430,11300,1
1917,20201214,증,048410,현대바이오,19350,4450,29.87,38299931,698546,15350,19350,14900,23300,1.23,18900,42200,1
1918,20201214,증,056080,유진로봇,3175,730,29.86,17198638,51108,2510,3175,2500,220,0.07,3180,3400,0
1919,20201214,신,090360,로보스타,17200,3950,29.81,2763610,44827,13750,17200,13700,4150,0.23,17900,22050,1
1920,20201215,증,036170,클라우드에어,2040,470,29.94,60822173,116716,1710,2040,1615,245,0.12,2010,2255,0
1921,20201215,주,050090,비케이홀딩스,1165,267,29.73,104454546,110676,909,1165,883,245,0.2,1220,1465,1
1922,20201216,신,042500,링네트,9630,2220,29.96,38397341,347020,7720,9630,7660,850,0.08,10050,10900,0
1923,20201216,증,076080,웰크론한텍,3665,845,29.96,24470888,82561,2830,3665,2780,680,0.17,4000,4680,0
1924,20201216,증,001570,금양,7470,1720,29.91,16332990,114884,6540,7470,6400,330,0.04,7470,7800,0
1925,20201216,신,263860,지니언스,7600,1750,29.91,3073622,21213,6060,7600,5930,800,0.1,8070,8870,0
1926,20201216,증,042600,새로닉스,10950,2500,29.59,4532622,46392,8430,10950,8280,3800,0.3,12500,16300,1
1927,20201216,신,000390,삼화페인트,10150,2310,29.46,4344294,40047,7840,10150,7720,7600,0.61,12500,20100,1
1928,20201217,환,054180,메디콕스,2210,510,30.0,51944597,110845,1780,2210,1775,360,0.15,2340,2700,0
1929,20201217,신,069620,대웅제약,175500,40500,30.0,6454045,1022112,144000,175500,137500,111000,0.63,175500,286500,1
1930,20201217,신,092200,디아이씨,2150,495,29.91,13626003,26769,1695,2150,1690,2255,0.93,2430,4685,1
1931,20201217,,088390,이녹스,13550,3100,29.67,1776594,22467,10800,13550,10550,500,0.03,14500,15000,0
1932,20201217,신,000390,삼화페인트,13150,3000,29.56,1192996,15102,12500,13150,11900,3050,0.18,17050,20100,0
1933,20201218,신,092200,디아이씨,2795,645,30.0,29146668,77166,2430,2795,2300,1460,0.45,3225,4685,1
1934,20201218,,308170,씨티알모빌리티,28900,6650,29.89,1658556,45128,22950,28900,22650,4500,0.14,32600,37100,0
1935,20201218,증,048410,현대바이오,34150,7850,29.85,2757299,87779,27500,34150,27500,8050,0.24,34150,42200,1
1936,20201218,신,000680,LS네트웍스,3155,725,29.84,5872739,18283,2905,3155,2820,15,0.0,3420,3435,0
1937,20201218,신,000390,삼화페인트,17050,3900,29.66,5203607,85708,17050,17050,15450,1150,0.06,18950,20100,0
1938,20201218,,205470,휴마시스,12500,2850,29.53,37858556,439851,9980,12500,9680,150,0.01,13500,13650,0
1939,20201221,증,013700,까뮤이앤씨,2665,615,30.0,36655586,95245,2400,2665,2385,810,0.28,2845,3655,1
1940,20201221,신,053160,프리엠스,19500,4500,30.0,591767,10867,15600,19500,15600,4000,0.19,21000,25000,0
1941,20201221,신,307750,국전약품,11450,2640,29.97,1347648,13983,8900,11450,8900,1650,0.14,11850,13500,0
1942,20201221,신,007570,일양약품,82000,18900,29.95,6224124,479690,73600,82000,71800,1300,0.02,83000,84300,0
1943,20201221,신,069620,대웅제약,275500,63500,29.95,314609,86069,266000,275500,266000,1000,0.0,285500,286500,0
1944,20201221,,017180,명문제약,9420,2170,29.93,58514363,502217,7280,9420,7140,1600,0.16,10150,11750,0
1945,20201221,신,000250,삼천당제약,88600,20400,29.91,8690250,720749,69300,88600,68900,4600,0.05,91100,95700,0
1946,20201221,증,045340,토탈소프트,6410,1475,29.89,2648265,15262,4985,6410,4950,7150,0.93,7700,14850,1
1947,20201221,신,092200,디아이씨,3630,835,29.87,13124402,45609,3225,3630,3170,725,0.18,3960,4685,0
1948,20201222,신,106190,하이텍팜,20150,4650,30.0,1234740,23362,15700,20150,15250,6250,0.3,20600,26850,1
1949,20201222,증,025440,DH오토웨어,980,226,29.97,45111023,40048,754,980,752,285,0.26,1115,1400,1
1950,20201222,,025950,동신건설,51400,11850,29.96,574927,29551,51400,51400,51400,15400,0.3,51400,66800,1
1951,20201222,,039290,인포뱅크,9780,2250,29.88,9226048,85263,7540,9780,7500,8000,0.74,10850,18850,1
1952,20201222,신,004310,현대약품,8740,2010,29.87,70565316,574513,6850,8740,6840,1870,0.2,9130,11000,1
1953,20201222,증,110020,전진바이오팜,10050,2300,29.68,2645623,24654,7940,10050,7940,2520,0.25,9980,12500,1
1954,20201223,신,004490,세방전지,61200,14100,29.94,2522085,147625,48100,61200,48100,35700,0.6,59300,95000,1
1955,20201223,증,065350,신성델타테크,8340,1920,29.91,26247731,202604,6500,8340,6200,5060,0.58,8740,13800,1
1956,20201223,,024120,KB오토시스,8220,1890,29.86,2327247,18690,6380,8220,6280,230,0.03,7990,8220,0
1957,20201223,,039290,인포뱅크,12700,2920,29.86,3230233,37891,10850,12700,10400,5350,0.4,13500,18850,1
1958,20201223,환,033200,모아텍,12000,2750,29.73,1976234,22772,9300,12000,9300,2500,0.2,12500,15000,1
1959,20201223,신,066570,LG전자,119500,27300,29.61,16565841,1829404,92700,119500,91100,30000,0.24,125000,155000,1
1960,20201223,증,025440,DH오토웨어,1270,290,29.59,52903002,64674,1115,1270,1080,370,0.29,1280,1650,1
1961,20201223,신,006110,삼아알미늄,11400,2600,29.55,5706760,60266,8910,11400,8400,2550,0.22,11750,14300,1
1962,20201224,신,287410,제이시스메디칼,3900,900,30.0,4602825,16416,3000,3900,3000,655,0.16,4205,4860,0
1963,20201224,신,289080,SV인베스트먼트,6360,1465,29.93,35984219,213087,4830,6360,4770,460,0.07,6820,7280,0
1964,20201224,신,126640,화신정공,1870,430,29.86,116088351,197107,1480,1870,1475,520,0.29,1780,2300,1
1965,20201224,신,015750,성우하이텍,5220,1200,29.85,30051856,146364,4040,5220,4035,2390,0.45,5290,7680,1
1966,20201228,신,008870,금비,79600,18300,29.85,213423,15997,64200,79600,63000,4400,0.05,94100,98500,0
1967,20201228,,077360,덕산하이메탈,13150,3000,29.56,4136021,50483,10150,13150,10100,1150,0.09,13000,14150,0
1968,20201229,신,046390,삼화네트웍스,2080,480,30.0,35335397,67412,1655,2080,1620,330,0.15,2200,2530,0
1969,20201229,증,323990,박셀바이오,257400,59400,30.0,1819082,440106,225800,257400,215600,146600,0.96,153100,299700,1
1970,20201229,신,008700,아남전자,3145,725,29.96,147711677,423150,2450,3145,2450,580,0.18,3300,3880,0
1971,20201229,신,110990,디아이티,9590,2210,29.95,3756776,34462,8150,9590,7870,890,0.09,9860,10750,0
1972,20201229,증,078590,휴림에이텍,5040,1160,29.9,6798162,32580,4260,5040,4260,850,0.16,5240,6090,0
1973,20201229,증,122350,삼기,4410,1015,29.9,69996574,282060,3440,4410,3440,1740,0.38,4630,6370,1
1974,20201229,증,139670,키네마스터,28250,6500,29.89,1035864,28672,21900,28250,21900,7550,0.25,30550,38100,1
1975,20201229,신,010100,한국무브넥스,3545,815,29.85,15570662,52179,2770,3545,2770,535,0.15,3570,4105,0
1976,20201229,증,048410,현대바이오,26750,6150,29.85,21685170,524324,22500,26750,21500,7350,0.26,28800,36150,1
1977,20201230,증,323990,박셀바이오,167300,38600,29.99,2451865,399745,153100,167300,150400,118700,0.66,181000,299700,1
1978,20201230,증,065350,신성델타테크,10600,2420,29.58,23275517,212701,8210,10600,7960,2200,0.19,11600,13800,0
1979,20210104,증,093380,풍강,4290,990,30.0,8350936,32516,3305,4290,3290,145,0.03,4700,4845,0
1980,20210104,신,144510,지씨셀,119700,27600,29.97,2163539,236023,93700,119700,93100,21700,0.18,118800,140500,0
1981,20210104,증,323990,박셀바이오,217400,50100,29.95,2114142,430680,181000,217400,181000,64700,0.28,235000,299700,1
1982,20210104,,002360,SH에너지화학,1085,250,29.94,81159346,81259,835,1085,835,115,0.11,1055,1170,0
1983,20210104,증,293780,압타바이오,66000,15200,29.92,1479575,90912,53500,66000,53000,7200,0.1,74800,82000,0
1984,20210104,신,011210,현대위아,69500,16000,29.91,4951540,330249,55100,69500,55100,19800,0.28,71700,91500,1
1985,20210104,신,092300,현우산업,4630,1065,29.87,3508446,14815,3770,4630,3700,1280,0.25,5050,6330,1
1986,20210104,증,080580,오킨스전자,34150,7850,29.85,563977,18333,27750,34150,27750,8875,0.51,17425,26300,1
1987,20210104,환,033200,모아텍,12300,2820,29.75,1500372,16907,9600,12300,9440,1450,0.11,13200,14650,0
1988,20210104,,006340,대원전선,1400,320,29.63,26904631,34936,1140,1400,1130,300,0.2,1510,1810,1
1989,20210104,,039290,인포뱅크,14450,3300,29.6,4970095,66265,11550,14450,11350,3900,0.26,14950,18850,1
1990,20210105,신,225570,넥슨게임즈,14950,3450,30.0,2872653,39512,11700,14950,11700,0,0.0,16400,16400,0
1991,20210105,증,001360,삼성제약,8280,1910,29.98,5024307,38562,6510,8280,6510,3880,0.41,9570,13450,1
1992,20210105,증,278650,HLB바이오스텝,32300,7450,29.98,8068207,250153,24850,32300,24650,1950,0.06,33450,35400,0
1993,20210105,증,304840,피플바이오,71600,16500,29.95,5876122,383270,55500,71600,55400,4200,0.05,81000,85200,0
1994,20210105,,025950,동신건설,46500,10700,29.89,3448367,140436,39000,46500,35150,8150,0.17,48150,56300,0
1995,20210106,신,074430,아미노로직스,3405,785,29.96,47612183,153629,2615,3405,2605,5,0.0,3670,3675,0
1996,20210106,증,001360,삼성제약,10750,2470,29.83,6856626,71545,9570,10750,9570,2050,0.18,11400,13450,0
1997,20210106,신,038070,서린바이오,17850,4100,29.82,10206752,171204,13800,17850,13550,550,0.03,17850,18400,0
1998,20210106,,065500,오리엔트정공,1090,250,29.76,79755445,82195,852,1090,838,720,0.62,1155,1875,1
1999,20210106,신,002210,동성제약,16600,3800,29.69,22484303,349826,13050,16600,12850,600,0.04,16400,17000,0
2000,20210106,신,083420,그린케미칼,13800,3150,29.58,12617559,160312,10850,13800,10600,4300,0.29,15000,19300,1
2001,20210107,신,071670,에이테크솔루션,20150,4650,30.0,7641359,140565,15750,20150,15600,4450,0.21,20800,25250,1
2002,20210107,,130740,티피씨글로벌,4030,930,30.0,5249999,19574,3085,4030,3075,1280,0.3,4310,5590,1
2003,20210107,신,353810,이지바이오,8060,1860,30.0,6183283,48274,7180,8060,7180,500,0.05,9950,10450,0
2004,20210107,증,308100,까스텔바작,14750,3400,29.96,3225027,43380,11300,14750,11300,2950,0.2,14500,17450,1
2005,20210107,,035810,이지홀딩스,5710,1315,29.92,76376437,406899,4570,5710,4410,950,0.16,5910,6860,0
2006,20210107,,104040,대성파인텍,2975,685,29.91,105548711,287725,2370,2975,2340,205,0.07,3045,3250,0
2007,20210107,증,011080,형지I&C,1720,395,29.81,11982619,18875,1295,1720,1290,320,0.18,1775,2095,0
2008,20210107,,040610,SG&G,2160,495,29.73,20228675,42268,1665,2160,1635,1320,0.63,2110,3430,1
2009,20210107,증,045340,토탈소프트,14850,3400,29.69,705568,10478,14850,14850,14850,7650,0.41,18850,26500,1
2010,20210108,,019180,티에이치엔,3900,900,30.0,9644050,34221,3175,3900,3100,225,0.05,4155,4380,0
2011,20210108,증,317120,라닉스,14750,3400,29.96,14216014,193666,11700,14750,11350,2550,0.16,15900,18450,0
2012,20210108,증,012340,뉴인텍,3995,920,29.92,19492825,70956,3140,3995,3075,1125,0.26,4355,5480,1
2013,20210108,신,050960,수산아이앤티,29750,6850,29.91,3532160,98905,29750,29750,25100,21400,0.75,28600,50000,1
2014,20210108,신,293580,나우IB,10250,2360,29.91,3685003,35530,8000,10250,7930,950,0.08,11550,12500,0
2015,20210111,신,003850,보령,25800,5950,29.97,12639281,295498,20500,25800,19650,2600,0.09,27500,30100,0
2016,20210111,신,004140,동방,3015,695,29.96,61814315,178400,2315,3015,2085,2540,0.69,3700,6240,1
2017,20210111,증,011090,에넥스,1735,400,29.96,99691588,160033,1365,1735,1360,535,0.3,1760,2295,1
2018,20210111,신,138070,신진에스엠,6180,1420,29.83,1819749,10400,4765,6180,4720,1050,0.17,6030,7080,0
2019,20210111,신,241690,유니테크노,17250,3950,29.7,1901476,30810,13400,17250,12300,1328,0.15,8722,10050,0
2020,20210111,,006660,삼성공조,10200,2330,29.61,3158073,31614,7870,10200,7870,1450,0.14,10550,12000,0
2021,20210112,,171090,선익시스템,9490,2190,30.0,4977535,45409,7600,9490,7560,2990,0.33,9160,12150,1
2022,20210112,신,218150,미래생명자원,3925,905,29.97,17469143,64509,3010,3925,3000,325,0.08,4150,4475,0
2023,20210112,신,036030,케이티알파,9760,2250,29.96,9759725,90529,8400,9760,8390,900,0.08,11500,12400,0
2024,20210112,신,050960,수산아이앤티,36650,8450,29.96,1247739,39633,28500,36650,28500,12000,0.32,38000,50000,1
2025,20210112,환,175140,휴먼테크놀로지,11150,2570,29.95,2441972,26703,8700,11150,8700,850,0.07,12000,12850,0
2026,20210112,,308170,씨티알모빌리티,37150,8550,29.9,12534409,425517,29000,37150,27700,700,0.02,38500,39200,0
2027,20210112,신,009070,KCTC,4500,1035,29.87,11355730,46369,3565,4500,3535,90,0.02,5400,5490,0
2028,20210112,신,004140,동방,3915,900,29.85,12478043,47192,3700,3915,3675,1160,0.23,5080,6240,1
2029,20210113,,042000,카페24,81100,18700,29.97,2529668,195503,64200,81100,63100,3208,0.08,39352,42560,0
2030,20210113,신,086980,쇼박스,4510,1040,29.97,54631695,225958,3490,4510,3415,90,0.02,4350,4440,0
2031,20210113,증,002070,비비안,4880,1125,29.96,6080900,27539,3855,4880,3780,1150,0.22,5250,6400,1
2032,20210113,신,024900,덕양산업,2560,590,29.95,11035213,25781,2005,2560,2005,1780,0.74,2415,4195,1
2033,20210113,신,092200,디아이씨,4800,1105,29.91,9962194,43682,3700,4800,3550,860,0.16,5240,6100,0
2034,20210113,신,035080,그래디언트,3020,695,29.89,55014002,153365,2350,3020,2320,2345,0.82,2855,5200,1
2035,20210113,신,032300,한국파마,31950,7350,29.88,2373905,74396,30750,31950,29050,53300,1.28,41500,94800,1
2036,20210113,신,004140,동방,5080,1165,29.76,19303950,97013,5080,5080,4700,900,0.17,5340,6240,0
2037,20210113,증,045340,토탈소프트,20500,4700,29.75,2175562,39029,16450,20500,16450,6800,0.35,19700,26500,1
2038,20210114,신,043610,지니뮤직,5050,1165,29.99,11648955,56077,3895,5050,3855,1070,0.2,5300,6370,1
2039,20210114,신,032300,한국파마,41500,9550,29.89,1600786,65738,41500,41500,37400,45500,0.92,49300,94800,1
2040,20210114,신,226400,오스테오닉,4825,1110,29.88,7948326,36596,3840,4825,3805,1385,0.29,4805,6190,1
2041,20210114,증,063760,이엘피,14350,3300,29.86,845690,11021,11050,14350,11000,800,0.05,14700,15500,0
2042,20210114,증,011300,성안머티리얼스,496,114,29.84,28188648,13261,382,496,379,594,1.02,581,1175,1
2043,20210114,신,011500,한농화성,12900,2950,29.65,1932217,23813,10400,12900,10250,8950,0.6,14900,23850,1
2044,20210114,신,010240,흥국,10400,2370,29.51,7003694,68546,8010,10400,7920,450,0.04,10550,11000,0
2045,20210115,증,002630,오리엔트바이오,1950,450,30.0,42523246,77182,1490,1950,1480,680,0.35,1940,2620,1
2046,20210115,증,303030,지니틱스,3380,780,30.0,34931933,112105,2600,3380,2580,445,0.12,3700,4145,0
2047,20210115,신,032300,한국파마,53900,12400,29.88,6909458,347072,49300,53900,46500,31900,0.51,62900,94800,1
2048,20210115,증,900070,글로벌에스엠,835,192,29.86,40270340,31976,650,835,637,175,0.19,940,1115,0
2049,20210115,증,011080,형지I&C,2095,480,29.72,58130085,114261,1615,2095,1550,190,0.1,1990,2180,0
2050,20210115,,065500,오리엔트정공,1510,345,29.61,50465430,66881,1160,1510,1135,370,0.25,1505,1875,1
2051,20210118,증,204840,지엘팜텍,1890,435,29.9,7991393,14885,1850,1890,1740,5,0.0,2190,2195,0
2052,20210118,증,034300,신세계건설,49100,11300,29.89,1262585,55584,39500,49100,38550,8700,0.16,54000,62700,0
2053,20210118,신,032300,한국파마,70000,16100,29.87,1923607,128898,62900,70000,60600,7800,0.09,87000,94800,0
2054,20210118,신,011500,한농화성,18350,4200,29.68,4915430,81761,14650,18350,14450,3250,0.16,20600,23850,0
2055,20210119,증,001810,무림SP,4095,945,30.0,11018536,41024,3150,4095,3150,990,0.24,4210,5200,1
2056,20210119,신,032300,한국파마,91000,21000,30.0,1670923,149983,87000,91000,78500,3800,0.04,91000,94800,0
2057,20210119,,170920,엘티씨,17400,4000,29.85,6045929,94785,13600,17400,13300,600,0.03,17400,18000,0
2058,20210119,신,026890,스틱인베스트먼트,10300,2360,29.72,36144065,359624,7950,10300,7950,1950,0.18,10750,12700,0
2059,20210119,증,038530,케이바이오,2095,480,29.72,93271156,184603,1765,2095,1680,245,0.1,2475,2720,0
2060,20210120,,053270,구영테크,2385,550,29.97,44425754,96057,1910,2385,1895,1300,0.48,2695,3995,1
2061,20210120,신,054780,키이스트,17800,4100,29.93,9201470,150904,13700,17800,13600,1950,0.11,18500,20450,0
2062,20210120,신,256840,한국비엔씨,5780,1330,29.89,9570635,49124,4515,5780,4495,2090,0.28,7510,9600,1
2063,20210120,증,056080,유진로봇,4000,920,29.87,22503950,87051,3170,4000,3160,735,0.18,3995,4730,0
2064,20210120,증,038530,케이바이오,2720,625,29.83,247814260,620411,2475,2720,2100,80,0.03,2470,2550,0
2065,20210120,증,900070,글로벌에스엠,1115,255,29.65,57005863,58858,875,1115,857,25,0.02,1060,1085,0
2066,20210120,,018500,동원금속,1045,238,29.49,9895957,10131,887,1045,853,295,0.25,1170,1465,1
2067,20210121,신,099320,쎄트렉아이,67600,15600,30.0,4599333,288838,53100,67600,51500,7800,0.12,66100,73900,0
2068,20210121,신,251370,와이엠티,25350,5850,30.0,2642389,63301,23050,25350,21750,350,0.01,24600,24950,0
2069,20210121,,053270,구영테크,3100,715,29.98,44278078,128759,2695,3100,2605,2090,0.67,3100,5190,1
2070,20210121,신,256840,한국비엔씨,7510,1730,29.93,8517720,63962,7510,7510,7450,1410,0.17,8190,9600,0
2071,20210121,신,080220,제주반도체,5650,1300,29.89,18138439,96364,4450,5650,4385,740,0.12,6400,7140,0
2072,20210121,,041650,상신브레이크,4825,1110,29.88,7516169,33019,3760,4825,3725,1155,0.23,4945,6100,1
2073,20210121,증,002880,대유에이텍,1255,288,29.78,35527086,41742,975,1255,975,50,0.04,1320,1370,0
2074,20210121,신,318000,KBG,10950,2510,29.74,7554227,77120,8550,10950,8480,100,0.01,10700,10800,0
2075,20210122,신,082850,우리바이오,6640,1530,29.94,31619465,197529,5140,6640,5020,210,0.03,7580,7790,0
2076,20210122,,194480,데브시스터즈,22400,5150,29.86,910356,18977,20300,22400,18350,13900,0.48,29100,43000,1
2077,20210122,,025870,신라에스지,13100,3000,29.7,4013006,48774,10150,13100,9990,7850,0.49,16000,23850,1
2078,20210125,신,046390,삼화네트웍스,3145,725,29.96,48926388,141355,2420,3145,2410,1430,0.44,3265,4695,1
2079,20210125,증,291650,압타머사이언스,31450,7250,29.96,5259463,159146,25750,31450,25300,5600,0.17,32750,38350,0
2080,20210125,,194480,데브시스터즈,29100,6700,29.91,545130,15751,29100,29100,26900,11000,0.34,32000,43000,1
2081,20210125,신,217500,러셀,4780,1100,29.89,27681486,121303,3980,4780,3945,1150,0.23,5060,6210,1
2082,20210125,증,024070,WISCOM,4695,1080,29.88,8988238,38373,3570,4695,3540,890,0.17,5100,5990,0
2083,20210125,신,033170,시그네틱스,1350,310,29.81,40358948,48169,1080,1350,1055,295,0.2,1460,1755,1
2084,20210125,신,090360,로보스타,28750,6600,29.8,4392845,116315,22500,28750,22100,3100,0.1,31850,34950,0
2085,20210125,,025870,신라에스지,17000,3900,29.77,1302884,21633,16000,17000,15150,3950,0.2,19900,23850,1
2086,20210126,신,036540,SFA반도체,7930,1830,30.0,127735135,930951,6210,7930,6130,150,0.02,8150,8300,0
2087,20210126,신,035080,그래디언트,5040,1160,29.9,58663343,259353,3930,5040,3780,180,0.03,5200,5380,0
2088,20210126,신,140070,서플러스글로벌,5610,1290,29.86,4075449,20963,4530,5610,4490,300,0.05,6000,6300,0
2089,20210126,신,053610,프로텍,34800,8000,29.85,1504963,48546,27000,34800,26450,0,0.0,39000,39000,0
2090,20210126,,038880,아이에이,1660,380,29.69,254214827,384379,1300,1660,1260,310,0.19,1670,1980,0
2091,20210127,신,004560,현대비앤지스틸,21450,4950,30.0,14962676,302786,19200,21450,18150,6100,0.3,20350,26450,1
2092,20210127,,025870,신라에스지,22100,5100,30.0,4160745,83408,16650,22100,16600,1350,0.06,22500,23850,0
2093,20210127,증,083640,인콘,3575,825,30.0,37242017,127069,2920,3575,2810,350,0.1,3420,3770,0
2094,20210127,신,214330,금호에이치티,3315,765,30.0,11909630,39480,3315,3315,3315,495,0.14,3500,3995,0
2095,20210127,환,227100,퀀텀온,9750,2250,30.0,3358904,30385,7750,9750,7580,2000,0.19,10650,12650,0
2096,20210127,,297570,알로이스,4150,955,29.89,22831854,90073,3465,4150,3460,1250,0.29,4350,5600,1
2097,20210127,증,023000,삼원강재,3760,865,29.88,16923818,60954,2905,3760,2890,995,0.27,3625,4620,1
2098,20210128,증,001000,신라섬유,3055,705,30.0,32848456,90516,2390,3055,2355,720,0.23,3150,3870,1
2099,20210128,증,054410,케이피티유,7830,1800,29.85,2410981,17367,5970,7830,5840,780,0.09,8350,9130,0
2100,20210129,신,006220,제주은행,6110,1410,30.0,17578332,96558,4700,6110,4550,1920,0.28,6950,8870,1
2101,20210129,증,017000,신원종합개발,6690,1540,29.9,13451368,84682,5200,6690,4920,1140,0.16,7350,8490,0
2102,20210201,,194480,데브시스터즈,41850,9650,29.97,2200135,88213,33700,41850,33150,2900,0.07,41100,44000,0
2103,20210201,신,256840,한국비엔씨,7860,1810,29.92,33966636,235944,6240,7860,6130,1630,0.2,7970,9600,1
2104,20210201,신,298020,효성티앤씨,389000,89500,29.88,233497,86262,348500,389000,339000,60500,0.14,442500,503000,0
2105,20210201,신,327260,RF머트리얼즈,37400,8600,29.86,540279,18568,28800,37400,28050,1200,0.03,39600,40800,0
2106,20210201,증,025440,DH오토웨어,1570,360,29.75,96277635,144443,1345,1570,1265,95,0.06,1635,1730,0
2107,20210202,증,192410,휴림네트웍스,2470,570,30.0,6018698,14173,1900,2470,1900,785,0.32,2480,3265,1
2108,20210202,증,048410,현대바이오,30400,7000,29.91,18675766,515844,23550,30400,23150,7750,0.24,31800,39550,1
2109,20210202,신,046390,삼화네트웍스,4695,1080,29.88,51594172,225074,3600,4695,3570,615,0.13,4595,5210,0
2110,20210202,증,193250,링크드,2160,495,29.73,23629893,48751,1665,2160,1645,475,0.21,2310,2785,1
2111,20210203,,053270,구영테크,3995,920,29.92,52344275,202973,3200,3995,3175,1745,0.42,4115,5860,1
2112,20210203,신,067920,이글루,6010,1380,29.81,5651255,32144,4650,6010,4605,250,0.04,6590,6840,0
2113,20210204,신,067570,엔브이에이치코리아,5620,1295,29.94,22680502,116291,4320,5620,4310,340,0.06,5560,5900,0
2114,20210204,,053270,구영테크,5190,1195,29.91,6747883,31687,4115,5190,4115,0,0.0,5860,5860,0
2115,20210204,신,211270,AP위성,15000,3450,29.87,12858341,178348,11600,15000,11300,8950,0.6,14900,23850,1
2116,20210204,,024120,KB오토시스,11100,2530,29.52,1254121,13457,8720,11100,8480,0,0.0,14400,14400,0
2117,20210205,,024120,KB오토시스,14400,3300,29.73,5502575,75661,14400,14400,12250,150,0.01,13250,13400,0
2118,20210205,증,011300,성안머티리얼스,1115,255,29.65,52779623,52536,865,1115,849,185,0.15,1200,1385,0
2119,20210208,증,000040,KR모터스,1145,263,29.82,10545490,11932,1085,1145,1020,370,0.3,1230,1600,1
2120,20210208,신,027830,대성창투,2460,565,29.82,34838081,80694,1885,2460,1885,175,0.07,2660,2835,0
2121,20210209,증,060380,동양에스텍,4725,1090,29.99,6237844,28275,3635,4725,3635,320,0.12,2703,3023,0
2122,20210209,,036090,위지트,1890,435,29.9,102504890,189989,1785,1890,1710,775,0.39,1965,2740,1
2123,20210210,신,004140,동방,7670,1770,30.0,90280884,632857,5760,7670,5680,3980,0.4,9970,13950,1
2124,20210210,,086890,이수앱지스,10900,2490,29.61,18584312,197068,10600,10900,10150,4650,0.37,12450,17100,1
2125,20210215,증,006740,영풍제지,7990,1840,29.92,12350452,91833,6520,7990,6510,4500,0.52,8700,13200,1
